panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,pops,num_pops,pops_pass_qc,num_pops_pass_qc,is_binary,is_quantitative,is_both_sexes,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
continuous|20153|both_sexes||irnt,continuous,20153,both_sexes,,irnt,"Forced expiratory volume in 1-second (FEV1), predicted","Predicted Forced Expiratory Volume in 1-second (FEV1), was calculated using a subset of ""healthy never smokers"" from UK Biobank. ""Healthy never smokers"", were selected as individuals with ""Ever Smoking Status""=0 and with ""Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""=YES (1), with the following exclusions:     ~F2316~: Individuals who indicated that they had experienced wheeze: ""Yes"" (1), ""Do not know"" (-1) or ""Prefer not to answer"" (-3).     ~F6152~: Individuals who reported ""emphysema/chronic bronchitis"" (6) or ""asthma"" (8) or ""Prefer not to answer"" (-3).    ~F20002~: Individuals who reported any of the following: asthma (1111), COPD (1112), emphysema/chronic bronchitis (1113), bronchiectasis (1114), interstitial lung disease (1115), asbestosis (1120), pulmonary fibrosis (1121), fibrosing/unspecified alveolitis (1122), respiratory failure (1124), pleurisy (1125), spontaneous/recurrent pneumothorax (1126), other respiratory problems (1117).     Healthy never smokers were grouped into 58 age-sex bands (29 age bands per sex; ages 39, 40 and 41 were grouped into one band and ages 69, 70 and 72 were grouped into one band with ages 42 to 68 each forming a separate band) and the following linear regression model was fitted in each age-sex band:  FEV1 =  Beta0  +  Beta1  * Standing Height   Predicted FEV1 was then calculated for all samples who were never smokers (""Ever Smoking Status""=0) or heavy smokers (""Ever Smoking Status""=1 AND ""Pack years as proportion of life span exposed to smoking"" &gt;= 0.42) and with ""Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""=YES, using the estimates of  Beta0  and  Beta1 , from the appropriate age-sex band:  Predicted FEV1= (pred. Beta0 ) + (pred. Beta1 )^ * Standing Height   Five individuals were outliers in terms of their FEV1 and were not coded.   This derived data field has come from Professor Martin Tobin at the University of Leicester.",,UK Biobank Assessment Centre > Physical measures > Spirometry,"AMR,EUR,MID",3,"EUR,MID",2,False,True,True,continuous-20153-both_sexes-irnt.tsv.bgz,continuous-20153-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20153-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20153-both_sexes-irnt.tsv.bgz.tbi,,138.0,,,137532.0,130.0,,,,,,,,n_too_low,,,PASS,PASS
continuous|20409|both_sexes||,continuous,20409,both_sexes,,,Frequency of feeling guilt or remorse after drinking alcohol in last year,"Question asked: ""How often during the last year have you had a feeling of guilt or remorse after drinking?""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding ""prefer not to answer"" to one of these trigger questions were scored as 1 for that question.",,Online follow-up > Mental health > Alcohol use,"AFR,EAS,EUR",3,"AFR,EUR",2,False,True,True,continuous-20409-both_sexes.tsv.bgz,continuous-20409-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20409-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20409-both_sexes.tsv.bgz.tbi,286.0,,,148.0,75091.0,,,,,,,,PASS,,,h2_z_insignificant,PASS,
continuous|20485|both_sexes||,continuous,20485,both_sexes,,,Ever contemplated self-harm,"Question asked: ""Have you contemplated harming yourself (for example by cutting, biting, hitting yourself or taking an overdose)?""",,Online follow-up > Mental health > Self-harm behaviours,"CSA,EUR",2,"CSA,EUR",2,False,True,True,continuous-20485-both_sexes.tsv.bgz,continuous-20485-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20485-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20485-both_sexes.tsv.bgz.tbi,,,1173.0,,135819.0,,,,,,,,,,PASS,,PASS,
continuous|20498|both_sexes||,continuous,20498,both_sexes,,,Felt very upset when reminded of stressful experience in past month,"Question asked: ""Next is a list of problems and complaints that people sometimes have in response to such extremely stressful experiences. Please indicate how much you have been bothered by that problem in the past month: Feeling very upset when something reminded you of a stressful experience?""",,Online follow-up > Mental health > Traumatic events,"AFR,CSA,EAS,EUR",4,"CSA,EUR",2,False,True,True,continuous-20498-both_sexes.tsv.bgz,continuous-20498-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20498-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20498-both_sexes.tsv.bgz.tbi,935.0,,1176.0,594.0,136151.0,,,,,,,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,
continuous|20508|both_sexes||,continuous,20508,both_sexes,,,Recent trouble concentrating on things,"Question asked: ""Over the last 2 weeks, how often have you been bothered by any of the following problems? [depressive symptoms] Trouble concentrating on things, such as reading the newspaper or watching television""",,Online follow-up > Mental health > Depression,"AFR,CSA,EAS,EUR,MID",5,"CSA,EUR",2,False,True,True,continuous-20508-both_sexes.tsv.bgz,continuous-20508-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20508-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20508-both_sexes.tsv.bgz.tbi,935.0,,1179.0,594.0,136161.0,282.0,,,,,,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|20515|both_sexes||,continuous,20515,both_sexes,,,Recent trouble relaxing,"Question asked: ""Over the last 2 weeks, how often have you been bothered by any of the following problems? [anxiety symptoms] Trouble relaxing""",,Online follow-up > Mental health > Anxiety,"AFR,CSA,EAS,EUR",4,"CSA,EUR",2,False,True,True,continuous-20515-both_sexes.tsv.bgz,continuous-20515-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20515-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20515-both_sexes.tsv.bgz.tbi,935.0,,1172.0,593.0,135937.0,,,,,,,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,
continuous|20519|both_sexes||,continuous,20519,both_sexes,,,Recent feelings of tiredness or low energy,"Question asked: ""Over the last 2 weeks, how often have you been bothered by any of the following problems? [depressive symptoms] Feeling tired or having little energy""",,Online follow-up > Mental health > Depression,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,False,True,True,continuous-20519-both_sexes.tsv.bgz,continuous-20519-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20519-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20519-both_sexes.tsv.bgz.tbi,934.0,251.0,1177.0,593.0,136086.0,280.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|20520|both_sexes||,continuous,20520,both_sexes,,,Recent worrying too much about different things,"Question asked: ""Over the last 2 weeks, how often have you been bothered by any of the following problems? [anxiety symptoms] Worrying too much about different things""",,Online follow-up > Mental health > Anxiety,"AFR,CSA,EAS,EUR",4,"CSA,EUR",2,False,True,True,continuous-20520-both_sexes.tsv.bgz,continuous-20520-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20520-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20520-both_sexes.tsv.bgz.tbi,930.0,,1169.0,589.0,135794.0,,,,,,,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,
continuous|21001|both_sexes||irnt,continuous,21001,both_sexes,,irnt,Body mass index (BMI),BMI value here is constructed from height and weight measured during the initial Assessment Centre visit. Value is not present if either of these readings were omitted.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR,MID",4,False,True,True,continuous-21001-both_sexes-irnt.tsv.bgz,continuous-21001-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-21001-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-21001-both_sexes-irnt.tsv.bgz.tbi,6545.0,971.0,8646.0,2693.0,419163.0,1572.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,PASS
continuous|21002|both_sexes||irnt,continuous,21002,both_sexes,,irnt,Weight,Weight was measured by a variety of means during the initial Assessment Centre visit. This field amalgamates these values into a single item.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR,MID",4,False,True,True,continuous-21002-both_sexes-irnt.tsv.bgz,continuous-21002-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-21002-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-21002-both_sexes-irnt.tsv.bgz.tbi,6558.0,972.0,8771.0,2693.0,419316.0,1574.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,PASS
continuous|2139|both_sexes||irnt,continuous,2139,both_sexes,,irnt,Age first had sexual intercourse,"ACE touchscreen question ""What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)"" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse. If you are unsure, please provide an estimate or select Do not know.     ",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,False,True,True,continuous-2139-both_sexes-irnt.tsv.bgz,continuous-2139-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2139-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2139-both_sexes-irnt.tsv.bgz.tbi,4825.0,832.0,5424.0,1711.0,370065.0,1110.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|2178|both_sexes||,continuous,2178,both_sexes,,,Overall health rating,"ACE touchscreen question ""In general how would you rate your overall health?""",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR,MID",3,False,True,True,continuous-2178-both_sexes.tsv.bgz,continuous-2178-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2178-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2178-both_sexes.tsv.bgz.tbi,6458.0,945.0,8579.0,2607.0,418781.0,1531.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
continuous|2217|both_sexes||irnt,continuous,2217,both_sexes,,irnt,Age started wearing glasses or contact lenses,"ACE touchscreen question ""What age did you first start to wear glasses or contact lenses?"" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F2217~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EAS,EUR",3,False,True,True,continuous-2217-both_sexes-irnt.tsv.bgz,continuous-2217-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2217-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2217-both_sexes-irnt.tsv.bgz.tbi,4814.0,759.0,6735.0,2088.0,361940.0,1214.0,,,,,,,h2_z_insignificant,n_too_low,PASS,PASS,PASS,h2_z_insignificant
continuous|2237|both_sexes||,continuous,2237,both_sexes,,,Plays computer games,"ACE touchscreen question ""Do you play computer games?"" If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     ",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,"AFR,AMR,CSA,EAS,EUR,MID",6,"EAS,EUR",2,False,True,True,continuous-2237-both_sexes.tsv.bgz,continuous-2237-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2237-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2237-both_sexes.tsv.bgz.tbi,6495.0,961.0,8548.0,2634.0,420102.0,1557.0,,,,,,,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
continuous|2267|both_sexes||,continuous,2267,both_sexes,,,Use of sun/uv protection,"ACE touchscreen question ""Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,EUR,MID",3,False,True,True,continuous-2267-both_sexes.tsv.bgz,continuous-2267-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2267-both_sexes.tsv.bgz.tbi,6285.0,949.0,8190.0,2572.0,417485.0,1527.0,,,,,,,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
continuous|2277|both_sexes||,continuous,2277,both_sexes,,,Frequency of solarium/sunlamp use,"ACE touchscreen question ""How many times a year would you use a solarium or sunlamp?"" The following checks were performed:  If answer > 9999 then rejected  If answer > 400 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,"CSA,EUR,MID",3,"CSA,EUR",2,False,True,True,continuous-2277-both_sexes.tsv.bgz,continuous-2277-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-2277-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-2277-both_sexes.tsv.bgz.tbi,,,7515.0,,396520.0,1372.0,,,,,,,,,PASS,,PASS,h2_z_insignificant
continuous|23098|both_sexes||irnt,continuous,23098,both_sexes,,irnt,Weight,Weight of person taken during impedance measurement. 0.1 increments. Range 0 - 200Kg.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23098-both_sexes-irnt.tsv.bgz,continuous-23098-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23098-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23098-both_sexes-irnt.tsv.bgz.tbi,6458.0,962.0,8658.0,2662.0,413194.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23099|both_sexes||irnt,continuous,23099,both_sexes,,irnt,Body fat percentage,Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,CSA,EAS,EUR,MID",5,"AFR,CSA,EAS,EUR,MID",5,False,True,True,continuous-23099-both_sexes-irnt.tsv.bgz,continuous-23099-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23099-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23099-both_sexes-irnt.tsv.bgz.tbi,6455.0,,8654.0,2658.0,412960.0,1535.0,,,,,,,PASS,,PASS,PASS,PASS,PASS
continuous|23100|both_sexes||irnt,continuous,23100,both_sexes,,irnt,Whole body fat mass,"Body composition estimation by impedance measurement. Fat mass Total fat mass in Kg, in 0.1Kg increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,CSA,EAS,EUR,MID",5,"AFR,CSA,EAS,EUR,MID",5,False,True,True,continuous-23100-both_sexes-irnt.tsv.bgz,continuous-23100-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23100-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23100-both_sexes-irnt.tsv.bgz.tbi,6450.0,,8645.0,2640.0,412524.0,1533.0,,,,,,,PASS,,PASS,PASS,PASS,PASS
continuous|23101|both_sexes||irnt,continuous,23101,both_sexes,,irnt,Whole body fat-free mass,Body composition estimation by impedance measurement. Fat free mass Fat free mass in Kg. Increment in 0.1 Kg,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23101-both_sexes-irnt.tsv.bgz,continuous-23101-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23101-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23101-both_sexes-irnt.tsv.bgz.tbi,6456.0,962.0,8658.0,2662.0,413158.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23102|both_sexes||irnt,continuous,23102,both_sexes,,irnt,Whole body water mass,Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23102-both_sexes-irnt.tsv.bgz,continuous-23102-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23102-both_sexes-irnt.tsv.bgz.tbi,6458.0,962.0,8658.0,2662.0,413190.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23104|both_sexes||irnt,continuous,23104,both_sexes,,irnt,Body mass index (BMI),Body composition estimation by impedance measurement. Body Mass Index. Increments of 0.1 .,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR,MID",3,False,True,True,continuous-23104-both_sexes-irnt.tsv.bgz,continuous-23104-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23104-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23104-both_sexes-irnt.tsv.bgz.tbi,6458.0,962.0,8658.0,2662.0,413186.0,1535.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
continuous|23105|both_sexes||irnt,continuous,23105,both_sexes,,irnt,Basal metabolic rate,Body composition estimation by impedance measurement. Basal metabolic rate Return value in Kilo- Joules.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23105-both_sexes-irnt.tsv.bgz,continuous-23105-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23105-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23105-both_sexes-irnt.tsv.bgz.tbi,6458.0,962.0,8658.0,2662.0,413178.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23106|both_sexes||irnt,continuous,23106,both_sexes,,irnt,Impedance of whole body,Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23106-both_sexes-irnt.tsv.bgz,continuous-23106-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23106-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23106-both_sexes-irnt.tsv.bgz.tbi,6458.0,962.0,8654.0,2661.0,413153.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23107|both_sexes||irnt,continuous,23107,both_sexes,,irnt,Impedance of leg (right),"Body composition estimation by impedance measurement. Impedance of right leg, oh Measured impedance of right leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23107-both_sexes-irnt.tsv.bgz,continuous-23107-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23107-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23107-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413169.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23108|both_sexes||irnt,continuous,23108,both_sexes,,irnt,Impedance of leg (left),"Body composition estimation by impedance measurement. Impedance of left leg, ohm Measured impedance of left leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23108-both_sexes-irnt.tsv.bgz,continuous-23108-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23108-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23108-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413163.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23109|both_sexes||irnt,continuous,23109,both_sexes,,irnt,Impedance of arm (right),"Body composition estimation by impedance measurement. Impedance of right arm, oh Measured impedance of right arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23109-both_sexes-irnt.tsv.bgz,continuous-23109-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23109-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23109-both_sexes-irnt.tsv.bgz.tbi,6458.0,960.0,8658.0,2662.0,413141.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23110|both_sexes||irnt,continuous,23110,both_sexes,,irnt,Impedance of arm (left),"Body composition estimation by impedance measurement. Impedance of left arm, ohm Measured impedance of left arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23110-both_sexes-irnt.tsv.bgz,continuous-23110-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23110-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23110-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413157.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
continuous|23111|both_sexes||irnt,continuous,23111,both_sexes,,irnt,Leg fat percentage (right),Body composition estimation by impedance measurement. Right leg fat percentages Range 1-75% in 0.1% increments.,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EAS,EUR,MID",4,False,True,True,continuous-23111-both_sexes-irnt.tsv.bgz,continuous-23111-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23111-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23111-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413161.0,1535.0,,,,,,,h2_z_insignificant,n_too_low,PASS,PASS,PASS,PASS
continuous|23112|both_sexes||irnt,continuous,23112,both_sexes,,irnt,Leg fat mass (right),"Body composition estimation by impedance measurement. Right leg fat mass Right leg fat mass in Kg, 0.1 increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR,MID",3,False,True,True,continuous-23112-both_sexes-irnt.tsv.bgz,continuous-23112-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23112-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23112-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413157.0,1535.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
continuous|23113|both_sexes||irnt,continuous,23113,both_sexes,,irnt,Leg fat-free mass (right),"Body composition estimation by impedance measurement. Right leg fat free mass. Right leg fat free mass in Kg, 0.1 increments.",,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EUR",3,False,True,True,continuous-23113-both_sexes-irnt.tsv.bgz,continuous-23113-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-23113-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-23113-both_sexes-irnt.tsv.bgz.tbi,6458.0,961.0,8658.0,2662.0,413147.0,1535.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
